,Data,Ora,Competizione,Girone,Giorno,Stadio,Risultato,Rf,Rs,Avversario,xG,xGA,Poss.,Spettatori,Capitano,Formazione,Arbitro,Report partita,Note,Tiri,Dist.,Pun.,Rigori,Rig T,Stagione,Squadra
21,13-01-2024,15:00,Serie A,Giornata n. 20,Sab,Ospiti,N,0.0,0.0,Genoa,0.4,0.5,56.0,33.019,Ricardo Rodríguez,3-4-1-2,Antonio Giua,Report partita,,6.0,122.0,0.0,0,0,2024,Torino
22,26-01-2024,20:45,Serie A,Giornata n. 22,Ven,Ospiti,V,2.0,1.0,Cagliari,1.6,2.2,49.0,,Ricardo Rodríguez,3-4-3,Andrea Colombo,Report partita,,16.0,170.0,1.0,0,0,2024,Torino
23,04-02-2024,12:30,Serie A,Giornata n. 23,Dom,Casa,N,0.0,0.0,Salernitana,0.8,0.1,69.0,,Ricardo Rodríguez,3-4-3,Daniele Chiffi,Report partita,,13.0,143.0,0.0,0,0,2024,Torino
24,10-02-2024,20:45,Serie A,Giornata n. 24,Sab,Ospiti,N,1.0,1.0,Sassuolo,1.0,0.4,58.0,,Ricardo Rodríguez,3-4-3,Daniele Orsato,Report partita,,13.0,170.0,0.0,0,0,2024,Torino
25,16-02-2024,19:00,Serie A,Giornata n. 25,Ven,Casa,V,2.0,0.0,Lecce,1.2,0.5,59.0,,Vanja Milinković-Savić,3-4-1-2,Giovanni Ayroldi,Report partita,,12.0,138.0,0.0,0,0,2024,Torino
26,22-02-2024,20:45,Serie A,Giornata n. 21,Gio,Casa,P,0.0,2.0,Lazio,1.5,0.5,55.0,,Vanja Milinković-Savić,3-4-1-2,Federico La Penna,Report partita,,24.0,154.0,1.0,0,0,2024,Torino
27,26-02-2024,18:30,Serie A,Giornata n. 26,Lun,Ospiti,P,2.0,3.0,Roma,0.6,1.4,46.0,,Vanja Milinković-Savić,3-4-1-2,Juan Sacchi,Report partita,,14.0,222.0,0.0,0,0,2024,Torino
28,02-03-2024,20:45,Serie A,Giornata n. 27,Sab,Casa,N,0.0,0.0,Fiorentina,0.6,0.6,35.0,,Ricardo Rodríguez,3-4-1-2,Matteo Marchetti,Report partita,,8.0,170.0,1.0,0,0,2024,Torino
29,08-03-2024,20:45,Serie A,Giornata n. 28,Ven,Ospiti,N,1.0,1.0,Napoli,0.9,1.6,37.0,,Ricardo Rodríguez,3-4-1-2,Daniele Orsato,Report partita,,11.0,173.0,1.0,0,0,2024,Torino
30,16-03-2024,15:00,Serie A,Giornata n. 29,Sab,Ospiti,V,2.0,0.0,Udinese,1.0,0.4,57.0,,Ricardo Rodríguez,3-4-3,Andrea Colombo,Report partita,,12.0,162.0,1.0,0,0,2024,Torino
31,30-03-2024,15:00,Serie A,Giornata n. 30,Sab,Casa,V,1.0,0.0,Monza,1.6,0.8,61.0,,Ricardo Rodríguez,3-4-1-2,Gianluca Aureliano,Report partita,,14.0,201.0,0.0,1,1,2024,Torino
0,19-08-2023,20:45,Serie A,Giornata n. 1,Sab,Ospiti,V,4,1,Genoa,1.0,0.2,68.0,33.045,Cristiano Biraghi,4-2-3-1,Giovanni Ayroldi,Report partita,,9.0,186.0,0.0,0,0,2024,Fiorentina
2,27-08-2023,18:30,Serie A,Giornata n. 2,Dom,Casa,N,2,2,Lecce,1.3,0.3,59.0,34.604,Giacomo Bonaventura,4-2-3-1,Maria Sole Ferrieri Caputi,Report partita,,10.0,133.0,1.0,0,0,2024,Fiorentina
4,03-09-2023,18:30,Serie A,Giornata n. 3,Dom,Ospiti,P,0,4,Inter,0.4,3.7,60.0,72.739,Cristiano Biraghi,4-2-3-1,Matteo Marchetti,Report partita,,6.0,205.0,0.0,0,0,2024,Fiorentina
5,17-09-2023,18:00,Serie A,Giornata n. 4,Dom,Casa,V,3,2,Atalanta,1.1,0.7,57.0,32.1,Giacomo Bonaventura,4-2-3-1,Luca Pairetto,Report partita,,15.0,180.0,0.0,0,0,2024,Fiorentina
7,24-09-2023,15:00,Serie A,Giornata n. 5,Dom,Ospiti,V,2,0,Udinese,0.5,2.2,51.0,21.229,Cristiano Biraghi,4-2-3-1,Daniele Chiffi,Report partita,,6.0,191.0,0.0,0,0,2024,Fiorentina
8,28-09-2023,18:30,Serie A,Giornata n. 6,Gio,Ospiti,N,1,1,Frosinone,1.4,0.7,48.0,14.755,Cristiano Biraghi,4-2-3-1,Francesco Fourneau,Report partita,,19.0,195.0,0.0,0,0,2024,Fiorentina
9,02-10-2023,20:45,Serie A,Giornata n. 7,Lun,Casa,V,3,0,Cagliari,1.2,0.8,60.0,27.309,Giacomo Bonaventura,4-2-3-1,Marco Di Bello,Report partita,,14.0,165.0,0.0,0,0,2024,Fiorentina
11,08-10-2023,20:45,Serie A,Giornata n. 8,Dom,Ospiti,V,3,1,Napoli,2.1,1.8,46.0,45.0,Giacomo Bonaventura,4-2-3-1,Federico La Penna,Report partita,,12.0,140.0,0.0,0,0,2024,Fiorentina
12,23-10-2023,20:45,Serie A,Giornata n. 9,Lun,Casa,P,0,2,Empoli,1.0,1.5,71.0,43.147,Giacomo Bonaventura,4-2-3-1,Federico Dionisi,Report partita,,19.0,162.0,0.0,0,0,2024,Fiorentina
14,30-10-2023,20:45,Serie A,Giornata n. 10,Lun,Ospiti,P,0,1,Lazio,0.4,1.9,52.0,35.0,Cristiano Biraghi,4-2-3-1,Matteo Marcenaro,Report partita,,9.0,189.0,0.0,0,0,2024,Fiorentina
15,05-11-2023,20:45,Serie A,Giornata n. 11,Dom,Casa,P,0,1,Juventus,0.7,0.7,68.0,38.225,Cristiano Biraghi,4-2-3-1,Daniele Chiffi,Report partita,,25.0,239.0,1.0,0,0,2024,Fiorentina
17,12-11-2023,15:00,Serie A,Giornata n. 12,Dom,Casa,V,2,1,Bologna,1.4,1.8,39.0,29.75,Cristiano Biraghi,4-2-3-1,Fabio Maresca,Report partita,,11.0,239.0,0.0,1,1,2024,Fiorentina
18,25-11-2023,20:45,Serie A,Giornata n. 13,Sab,Ospiti,P,0,1,Milan,1.8,1.8,58.0,73.074,Cristiano Biraghi,4-2-3-1,Marco Di Bello,Report partita,,21.0,162.0,1.0,0,0,2024,Fiorentina
20,03-12-2023,15:00,Serie A,Giornata n. 14,Dom,Casa,V,3,0,Salernitana,2.5,0.8,57.0,26.286,Cristiano Biraghi,4-2-3-1,Paride Tremolada,Report partita,,21.0,189.0,0.0,1,1,2024,Fiorentina
22,10-12-2023,20:45,Serie A,Giornata n. 15,Dom,Ospiti,N,1,1,Roma,1.5,0.7,65.0,60.932,Cristiano Biraghi,4-2-3-1,Antonio Rapuano,Report partita,,14.0,167.0,1.0,0,0,2024,Fiorentina
24,17-12-2023,15:00,Serie A,Giornata n. 16,Dom,Casa,V,1,0,Hellas Verona,0.5,2.5,65.0,26.311,Cristiano Biraghi,4-2-3-1,Maria Sole Ferrieri Caputi,Report partita,,5.0,126.0,0.0,0,0,2024,Fiorentina
25,22-12-2023,20:45,Serie A,Giornata n. 17,Ven,Ospiti,V,1,0,Monza,2.0,0.7,48.0,10.12,Cristiano Biraghi,4-2-3-1,Juan Sacchi,Report partita,,14.0,185.0,1.0,0,0,2024,Fiorentina
26,29-12-2023,18:30,Serie A,Giornata n. 18,Ven,Casa,V,1,0,Torino,0.5,0.3,52.0,32.915,Cristiano Biraghi,4-2-3-1,Federico La Penna,Report partita,,12.0,200.0,0.0,0,0,2024,Fiorentina
27,06-01-2024,20:45,Serie A,Giornata n. 19,Sab,Ospiti,P,0,1,Sassuolo,1.2,0.9,66.0,15.759,Cristiano Biraghi,4-2-3-1,Rosario Abisso,Report partita,,8.0,181.0,0.0,0,1,2024,Fiorentina
29,14-01-2024,18:00,Serie A,Giornata n. 20,Dom,Casa,N,2,2,Udinese,1.3,1.2,69.0,23.686,Cristiano Biraghi,4-2-3-1,Luca Pairetto,Report partita,,9.0,201.0,0.0,1,1,2024,Fiorentina
31,28-01-2024,20:45,Serie A,Giornata n. 22,Dom,Casa,P,0,1,Inter,1.8,0.5,57.0,,Giacomo Bonaventura,4-2-3-1,Gianluca Aureliano,Report partita,,13.0,176.0,1.0,0,1,2024,Fiorentina
32,02-02-2024,20:45,Serie A,Giornata n. 23,Ven,Ospiti,P,2,3,Lecce,1.1,2.6,56.0,,Cristiano Biraghi,4-2-3-1,Antonio Giua,Report partita,,10.0,184.0,0.0,0,0,2024,Fiorentina
33,11-02-2024,12:30,Serie A,Giornata n. 24,Dom,Casa,V,5,1,Frosinone,2.2,1.1,54.0,,Cristiano Biraghi,4-2-3-1,Ermanno Feliciani,Report partita,,18.0,120.0,0.0,0,0,2024,Fiorentina
34,14-02-2024,19:00,Serie A,Giornata n. 21,Mer,Ospiti,P,0,2,Bologna,0.9,2.1,43.0,,Cristiano Biraghi,4-2-3-1,Daniele Chiffi,Report partita,,12.0,179.0,1.0,0,0,2024,Fiorentina
35,18-02-2024,15:00,Serie A,Giornata n. 25,Dom,Ospiti,N,1,1,Empoli,0.7,1.0,60.0,,Cristiano Biraghi,4-2-3-1,Luca Pairetto,Report partita,,9.0,155.0,0.0,0,0,2024,Fiorentina
36,26-02-2024,20:45,Serie A,Giornata n. 26,Lun,Casa,V,2,1,Lazio,2.5,0.3,54.0,,Cristiano Biraghi,4-2-3-1,Marco Guida,Report partita,,21.0,141.0,0.0,0,1,2024,Fiorentina
37,02-03-2024,20:45,Serie A,Giornata n. 27,Sab,Ospiti,N,0,0,Torino,0.6,0.6,65.0,,Cristiano Biraghi,4-2-3-1,Matteo Marchetti,Report partita,,14.0,195.0,0.0,0,0,2024,Fiorentina
39,10-03-2024,20:45,Serie A,Giornata n. 28,Dom,Casa,N,2,2,Roma,2.1,0.6,33.0,,Cristiano Biraghi,4-2-3-1,Davide Massa,Report partita,,14.0,155.0,0.0,0,1,2024,Fiorentina
41,30-03-2024,20:45,Serie A,Giornata n. 30,Sab,Casa,P,1,2,Milan,1.4,3.1,45.0,,Cristiano Biraghi,4-2-3-1,Fabio Maresca,Report partita,,17.0,176.0,0.0,0,0,2024,Fiorentina
1,19-08-2023,20:45,Serie A,Giornata n. 1,Sab,Ospiti,P,0.0,2.0,Inter,0.8,2.7,53.0,72.509,Matteo Pessina,3-5-2,Andrea Colombo,Report partita,,12.0,178.0,0.0,0,0,2024,Monza
2,26-08-2023,18:30,Serie A,Giornata n. 2,Sab,Casa,V,2.0,0.0,Empoli,2.0,1.0,54.0,8.155,Matteo Pessina,3-4-3,Gianluca Aureliano,Report partita,,20.0,177.0,1.0,0,0,2024,Monza
3,02-09-2023,20:45,Serie A,Giornata n. 3,Sab,Ospiti,P,0.0,3.0,Atalanta,0.4,1.3,59.0,14.985,Matteo Pessina,3-4-3,Matteo Marcenaro,Report partita,,8.0,189.0,1.0,0,0,2024,Monza
4,17-09-2023,15:00,Serie A,Giornata n. 4,Dom,Casa,N,1.0,1.0,Lecce,2.2,0.9,61.0,13.074,Matteo Pessina,3-4-3,Livio Marinelli,Report partita,,25.0,171.0,0.0,0,0,2024,Monza
5,23-09-2023,20:45,Serie A,Giornata n. 5,Sab,Ospiti,N,1.0,1.0,Lazio,1.2,1.0,51.0,36.0,Matteo Pessina,3-4-3,Rosario Abisso,Report partita,,16.0,182.0,0.0,0,0,2024,Monza
6,28-09-2023,18:30,Serie A,Giornata n. 6,Gio,Casa,N,0.0,0.0,Bologna,0.7,0.7,47.0,8.93,Matteo Pessina,3-4-3,Ivan Pezzuto,Report partita,,10.0,187.0,1.0,0,0,2024,Monza
7,02-10-2023,18:30,Serie A,Giornata n. 7,Lun,Ospiti,V,1.0,0.0,Sassuolo,1.5,1.4,56.0,10.165,Matteo Pessina,3-4-3,Luca Zufferli,Report partita,,13.0,157.0,0.0,0,0,2024,Monza
8,08-10-2023,12:30,Serie A,Giornata n. 8,Dom,Casa,V,3.0,0.0,Salernitana,2.8,0.6,57.0,12.494,Matteo Pessina,3-4-3,Luca Massimi,Report partita,,15.0,174.0,0.0,1,1,2024,Monza
9,22-10-2023,12:30,Serie A,Giornata n. 9,Dom,Ospiti,P,0.0,1.0,Roma,0.4,1.7,48.0,62.022,Matteo Pessina,3-4-3,Giovanni Ayroldi,Report partita,,11.0,226.0,1.0,0,0,2024,Monza
10,29-10-2023,15:00,Serie A,Giornata n. 10,Dom,Casa,N,1.0,1.0,Udinese,0.5,1.1,61.0,10.311,Matteo Pessina,3-4-3,Alessandro Prontera,Report partita,,10.0,170.0,0.0,0,0,2024,Monza
11,05-11-2023,12:30,Serie A,Giornata n. 11,Dom,Ospiti,V,3.0,1.0,Hellas Verona,0.9,1.0,54.0,17.505,Matteo Pessina,4-2-3-1,Giuseppe Collu,Report partita,,12.0,161.0,0.0,0,0,2024,Monza
12,11-11-2023,20:45,Serie A,Giornata n. 12,Sab,Casa,N,1.0,1.0,Torino,0.9,1.0,44.0,11.777,Matteo Pessina,3-4-3,Daniele Doveri,Report partita,,12.0,199.0,0.0,0,0,2024,Monza
13,26-11-2023,12:30,Serie A,Giornata n. 13,Dom,Ospiti,N,1.0,1.0,Cagliari,0.7,1.6,61.0,16.291,Matteo Pessina,3-4-3,Matteo Marchetti,Report partita,,12.0,167.0,1.0,0,0,2024,Monza
14,01-12-2023,20:45,Serie A,Giornata n. 14,Ven,Casa,P,1.0,2.0,Juventus,0.7,2.5,65.0,15.148,Matteo Pessina,3-4-3,Michael Fabbri,Report partita,,16.0,186.0,0.0,0,0,2024,Monza
15,10-12-2023,15:00,Serie A,Giornata n. 15,Dom,Casa,V,1.0,0.0,Genoa,0.4,1.4,51.0,13.283,Matteo Pessina,4-2-3-1,Giuseppe Collu,Report partita,,6.0,210.0,1.0,0,0,2024,Monza
16,17-12-2023,12:30,Serie A,Giornata n. 16,Dom,Ospiti,P,0.0,3.0,Milan,1.5,2.0,55.0,70.538,Matteo Pessina,3-4-3,Gianluca Aureliano,Report partita,,21.0,171.0,1.0,0,0,2024,Monza
17,22-12-2023,20:45,Serie A,Giornata n. 17,Ven,Casa,P,0.0,1.0,Fiorentina,0.7,2.0,52.0,10.12,Matteo Pessina,5-3-2,Juan Sacchi,Report partita,,7.0,181.0,1.0,0,0,2024,Monza
18,29-12-2023,18:30,Serie A,Giornata n. 18,Ven,Ospiti,N,0.0,0.0,Napoli,1.1,2.0,42.0,32.915,Matteo Pessina,3-4-3,Marco Di Bello,Report partita,,7.0,186.0,0.0,0,1,2024,Monza
19,06-01-2024,15:00,Serie A,Giornata n. 19,Sab,Ospiti,V,3.0,2.0,Frosinone,1.3,1.2,40.0,13.146,Matteo Pessina,3-4-3,Maria Sole Ferrieri Caputi,Report partita,,7.0,138.0,0.0,0,0,2024,Monza
20,13-01-2024,20:45,Serie A,Giornata n. 20,Sab,Casa,P,1.0,5.0,Inter,1.0,4.3,57.0,14.67,Matteo Pessina,3-4-3,Antonio Rapuano,Report partita,,8.0,232.0,1.0,1,1,2024,Monza
21,21-01-2024,15:00,Serie A,Giornata n. 21,Dom,Ospiti,P,0.0,3.0,Empoli,0.8,1.3,72.0,,Matteo Pessina,3-4-3,Antonio Giua,Report partita,,15.0,235.0,1.0,0,0,2024,Monza
22,28-01-2024,15:00,Serie A,Giornata n. 22,Dom,Casa,V,1.0,0.0,Sassuolo,0.4,0.8,61.0,,Matteo Pessina,3-4-3,Gianluca Manganiello,Report partita,,12.0,187.0,0.0,0,0,2024,Monza
23,03-02-2024,15:00,Serie A,Giornata n. 23,Sab,Ospiti,N,0.0,0.0,Udinese,0.1,0.9,53.0,,Matteo Pessina,3-4-3,Alessandro Prontera,Report partita,,3.0,184.0,0.0,0,0,2024,Monza
24,11-02-2024,15:00,Serie A,Giornata n. 24,Dom,Casa,N,0.0,0.0,Hellas Verona,0.7,0.7,55.0,,Matteo Pessina,3-4-3,Davide Massa,Report partita,,11.0,177.0,0.0,0,0,2024,Monza
25,18-02-2024,20:45,Serie A,Giornata n. 25,Dom,Casa,V,4.0,2.0,Milan,1.8,1.3,49.0,,Matteo Pessina,3-4-3,Andrea Colombo,Report partita,,11.0,181.0,0.0,1,1,2024,Monza
26,24-02-2024,18:00,Serie A,Giornata n. 26,Sab,Ospiti,V,2.0,0.0,Salernitana,2.4,0.9,61.0,,Matteo Pessina,4-2-3-1,Michael Fabbri,Report partita,,17.0,131.0,0.0,0,0,2024,Monza
27,02-03-2024,18:00,Serie A,Giornata n. 27,Sab,Casa,P,1.0,4.0,Roma,0.9,1.8,49.0,,Matteo Pessina,4-2-3-1,Marco Piccinini,Report partita,,16.0,189.0,0.0,0,0,2024,Monza
28,09-03-2024,20:45,Serie A,Giornata n. 28,Sab,Ospiti,V,3.0,2.0,Genoa,1.7,2.1,38.0,,Matteo Pessina,4-2-3-1,Ermanno Feliciani,Report partita,,9.0,154.0,0.0,0,0,2024,Monza
29,16-03-2024,15:00,Serie A,Giornata n. 29,Sab,Casa,V,1.0,0.0,Cagliari,1.0,0.4,62.0,,Matteo Pessina,4-2-3-1,Matteo Marcenaro,Report partita,,15.0,165.0,1.0,0,0,2024,Monza
30,30-03-2024,15:00,Serie A,Giornata n. 30,Sab,Ospiti,P,0.0,1.0,Torino,0.8,1.6,39.0,,Matteo Pessina,5-4-1,Gianluca Aureliano,Report partita,,9.0,164.0,0.0,0,0,2024,Monza
1,19-08-2023,20:45,Serie A,Giornata n. 1,Sab,Casa,P,1.0,4.0,Fiorentina,0.2,1.0,32.0,33.045,Milan Badelj,3-5-2,Giovanni Ayroldi,Report partita,,4.0,110.0,0.0,0,0,2024,Genoa
2,27-08-2023,20:45,Serie A,Giornata n. 2,Dom,Ospiti,V,1.0,0.0,Lazio,0.6,1.4,30.0,40.0,Milan Badelj,4-3-2-1,Livio Marinelli,Report partita,,5.0,163.0,0.0,0,0,2024,Genoa
3,03-09-2023,18:30,Serie A,Giornata n. 3,Dom,Ospiti,P,0.0,1.0,Torino,0.2,0.4,37.0,24.433,Milan Badelj,4-3-2-1,Daniele Chiffi,Report partita,,7.0,256.0,0.0,0,0,2024,Genoa
4,16-09-2023,20:45,Serie A,Giornata n. 4,Sab,Casa,N,2.0,2.0,Napoli,1.2,0.9,34.0,33.275,Milan Badelj,4-4-2,Michael Fabbri,Report partita,,8.0,156.0,0.0,0,0,2024,Genoa
5,22-09-2023,20:45,Serie A,Giornata n. 5,Ven,Ospiti,P,0.0,1.0,Lecce,0.3,0.9,44.0,27.0,Milan Badelj,4-4-2,Antonio Rapuano,Report partita,,8.0,168.0,1.0,0,0,2024,Genoa
6,28-09-2023,20:45,Serie A,Giornata n. 6,Gio,Casa,V,4.0,1.0,Roma,1.1,1.4,29.0,32.961,Milan Badelj,3-5-2,Daniele Orsato,Report partita,,8.0,145.0,0.0,0,0,2024,Genoa
7,01-10-2023,15:00,Serie A,Giornata n. 7,Dom,Ospiti,N,2.0,2.0,Udinese,0.8,1.3,41.0,20.805,Mattia Bani,3-5-2,Maurizio Mariani,Report partita,,8.0,174.0,0.0,0,0,2024,Genoa
8,07-10-2023,20:45,Serie A,Giornata n. 8,Sab,Casa,P,0.0,1.0,Milan,0.5,0.6,41.0,33.157,Mattia Bani,4-5-1,Marco Piccinini,Report partita,,7.0,181.0,1.0,0,0,2024,Genoa
9,22-10-2023,18:00,Serie A,Giornata n. 9,Dom,Ospiti,P,0.0,2.0,Atalanta,1.0,1.2,44.0,14.848,Mattia Bani,3-5-2,Livio Marinelli,Report partita,,15.0,201.0,2.0,0,0,2024,Genoa
10,27-10-2023,20:45,Serie A,Giornata n. 10,Ven,Casa,V,1.0,0.0,Salernitana,0.5,0.6,51.0,31.904,Milan Badelj,3-5-2,Davide Massa,Report partita,,8.0,147.0,0.0,0,0,2024,Genoa
12,05-11-2023,15:00,Serie A,Giornata n. 11,Dom,Ospiti,P,1.0,2.0,Cagliari,1.0,0.9,58.0,16.412,Milan Badelj,3-5-2,Marco Guida,Report partita,,8.0,136.0,0.0,0,0,2024,Genoa
13,10-11-2023,20:45,Serie A,Giornata n. 12,Ven,Casa,V,1.0,0.0,Hellas Verona,1.6,0.2,50.0,30.421,Milan Badelj,3-5-2,Daniele Orsato,Report partita,,16.0,163.0,1.0,0,0,2024,Genoa
14,26-11-2023,15:00,Serie A,Giornata n. 13,Dom,Ospiti,P,1.0,2.0,Frosinone,1.3,0.6,43.0,14.018,Milan Badelj,3-5-2,Luca Zufferli,Report partita,,13.0,179.0,1.0,0,0,2024,Genoa
15,02-12-2023,15:00,Serie A,Giornata n. 14,Sab,Casa,N,1.0,1.0,Empoli,1.0,0.8,50.0,30.747,Milan Badelj,3-5-2,Gianluca Aureliano,Report partita,,21.0,192.0,1.0,0,0,2024,Genoa
17,10-12-2023,15:00,Serie A,Giornata n. 15,Dom,Ospiti,P,0.0,1.0,Monza,1.4,0.4,49.0,13.283,Milan Badelj,3-5-2,Giuseppe Collu,Report partita,,16.0,156.0,1.0,0,0,2024,Genoa
18,15-12-2023,20:45,Serie A,Giornata n. 16,Ven,Casa,N,1.0,1.0,Juventus,0.8,1.7,43.0,33.232,Milan Badelj,5-3-2,Davide Massa,Report partita,,11.0,179.0,1.0,0,0,2024,Genoa
19,22-12-2023,18:30,Serie A,Giornata n. 17,Ven,Ospiti,V,2.0,1.0,Sassuolo,1.6,1.4,57.0,11.745,Milan Badelj,3-4-1-2,Marco Guida,Report partita,,13.0,171.0,0.0,1,1,2024,Genoa
20,29-12-2023,20:45,Serie A,Giornata n. 18,Ven,Casa,N,1.0,1.0,Inter,0.5,1.8,48.0,33.249,Milan Badelj,3-5-2,Daniele Doveri,Report partita,,13.0,151.0,0.0,0,0,2024,Genoa
21,05-01-2024,20:45,Serie A,Giornata n. 19,Ven,Ospiti,N,1.0,1.0,Bologna,0.1,1.3,29.0,25.095,Milan Badelj,3-5-2,Andrea Colombo,Report partita,,3.0,260.0,2.0,0,0,2024,Genoa
22,13-01-2024,15:00,Serie A,Giornata n. 20,Sab,Casa,N,0.0,0.0,Torino,0.5,0.4,44.0,33.019,Milan Badelj,3-5-2,Antonio Giua,Report partita,,11.0,203.0,1.0,0,0,2024,Genoa
23,21-01-2024,18:00,Serie A,Giornata n. 21,Dom,Ospiti,V,2.0,1.0,Salernitana,1.1,0.8,40.0,,Milan Badelj,4-4-2,Daniele Orsato,Report partita,,4.0,190.0,0.0,1,1,2024,Genoa
24,28-01-2024,12:30,Serie A,Giornata n. 22,Dom,Casa,V,2.0,1.0,Lecce,1.7,1.8,49.0,,Mattia Bani,3-5-2,Luca Pairetto,Report partita,,19.0,187.0,2.0,0,0,2024,Genoa
25,03-02-2024,15:00,Serie A,Giornata n. 23,Sab,Ospiti,N,0.0,0.0,Empoli,0.6,0.6,51.0,,Milan Badelj,3-5-2,Ermanno Feliciani,Report partita,,10.0,144.0,0.0,0,0,2024,Genoa
26,11-02-2024,18:00,Serie A,Giornata n. 24,Dom,Casa,P,1.0,4.0,Atalanta,0.8,2.1,55.0,,Milan Badelj,3-5-2,Andrea Colombo,Report partita,,15.0,213.0,1.0,0,0,2024,Genoa
27,17-02-2024,15:00,Serie A,Giornata n. 25,Sab,Ospiti,N,1.0,1.0,Napoli,0.3,1.4,26.0,,Milan Badelj,3-5-2,Juan Sacchi,Report partita,,6.0,160.0,0.0,0,0,2024,Genoa
28,24-02-2024,20:45,Serie A,Giornata n. 26,Sab,Casa,V,2.0,0.0,Udinese,1.3,0.3,65.0,,Milan Badelj,3-5-2,Francesco Fourneau,Report partita,,19.0,167.0,2.0,0,0,2024,Genoa
29,04-03-2024,20:45,Serie A,Giornata n. 27,Lun,Ospiti,P,1.0,2.0,Inter,0.8,1.8,38.0,,Milan Badelj,3-5-2,Giovanni Ayroldi,Report partita,,10.0,115.0,0.0,0,0,2024,Genoa
30,09-03-2024,20:45,Serie A,Giornata n. 28,Sab,Casa,P,2.0,3.0,Monza,2.1,1.7,62.0,,Milan Badelj,3-5-2,Ermanno Feliciani,Report partita,,21.0,168.0,0.0,0,1,2024,Genoa
31,17-03-2024,12:30,Serie A,Giornata n. 29,Dom,Ospiti,N,0.0,0.0,Juventus,0.2,1.0,34.0,,Milan Badelj,3-4-3,Antonio Giua,Report partita,,5.0,201.0,0.0,0,0,2024,Genoa
32,30-03-2024,15:00,Serie A,Giornata n. 30,Sab,Casa,N,1.0,1.0,Frosinone,1.5,0.8,47.0,,Milan Badelj,3-5-2,Juan Sacchi,Report partita,,8.0,206.0,0.0,1,1,2024,Genoa
1,20-08-2023,20:45,Serie A,Giornata n. 1,Dom,Casa,V,2.0,1.0,Lazio,1.4,1.6,48.0,29.081,Gabriel Strefezza,4-3-3,Federico Dionisi,Report partita,,23.0,204.0,1.0,0,0,2024,Lecce
2,27-08-2023,18:30,Serie A,Giornata n. 2,Dom,Ospiti,N,2.0,2.0,Fiorentina,0.3,1.3,41.0,34.604,Gabriel Strefezza,4-3-3,Maria Sole Ferrieri Caputi,Report partita,,6.0,201.0,0.0,0,0,2024,Lecce
3,03-09-2023,20:45,Serie A,Giornata n. 3,Dom,Casa,V,2.0,0.0,Salernitana,1.7,1.1,46.0,28.052,Federico Baschirotto,4-3-3,Luca Massimi,Report partita,,19.0,211.0,0.0,1,1,2024,Lecce
4,17-09-2023,15:00,Serie A,Giornata n. 4,Dom,Ospiti,N,1.0,1.0,Monza,0.9,2.2,39.0,13.074,Federico Baschirotto,4-3-3,Livio Marinelli,Report partita,,3.0,224.0,0.0,1,1,2024,Lecce
5,22-09-2023,20:45,Serie A,Giornata n. 5,Ven,Casa,V,1.0,0.0,Genoa,0.9,0.3,56.0,27.0,Gabriel Strefezza,4-3-3,Antonio Rapuano,Report partita,,18.0,224.0,1.0,0,0,2024,Lecce
6,26-09-2023,20:45,Serie A,Giornata n. 6,Mar,Ospiti,P,0.0,1.0,Juventus,0.1,1.4,50.0,37.498,Gabriel Strefezza,4-3-3,Antonio Giua,Report partita,,2.0,182.0,0.0,0,0,2024,Lecce
7,30-09-2023,15:00,Serie A,Giornata n. 7,Sab,Casa,P,0.0,4.0,Napoli,0.5,2.5,44.0,27.588,Gabriel Strefezza,4-3-3,Luca Pairetto,Report partita,,9.0,176.0,0.0,0,0,2024,Lecce
8,06-10-2023,20:45,Serie A,Giornata n. 8,Ven,Casa,N,1.0,1.0,Sassuolo,1.7,1.5,43.0,26.16,Gabriel Strefezza,4-3-3,Juan Sacchi,Report partita,,13.0,152.0,0.0,0,0,2024,Lecce
9,23-10-2023,18:30,Serie A,Giornata n. 9,Lun,Ospiti,N,1.0,1.0,Udinese,0.8,2.1,54.0,20.113,Gabriel Strefezza,4-3-3,Paride Tremolada,Report partita,,12.0,204.0,0.0,0,0,2024,Lecce
10,28-10-2023,18:00,Serie A,Giornata n. 10,Sab,Casa,P,0.0,1.0,Torino,0.5,0.8,49.0,26.123,Federico Baschirotto,4-3-3,Gianluca Aureliano,Report partita,,11.0,190.0,0.0,0,0,2024,Lecce
12,05-11-2023,18:00,Serie A,Giornata n. 11,Dom,Ospiti,P,1.0,2.0,Roma,0.8,2.0,40.0,64.79,Federico Baschirotto,4-3-3,Andrea Colombo,Report partita,,15.0,206.0,1.0,0,0,2024,Lecce
13,11-11-2023,15:00,Serie A,Giornata n. 12,Sab,Casa,N,2.0,2.0,Milan,1.4,1.1,45.0,26.48,Gabriel Strefezza,4-3-3,Rosario Abisso,Report partita,,14.0,196.0,1.0,0,0,2024,Lecce
14,27-11-2023,18:30,Serie A,Giornata n. 13,Lun,Ospiti,N,2.0,2.0,Hellas Verona,1.0,1.7,51.0,16.73,Alexis Blin,4-3-3,Federico La Penna,Report partita,,14.0,190.0,0.0,0,0,2024,Lecce
15,03-12-2023,12:30,Serie A,Giornata n. 14,Dom,Casa,N,1.0,1.0,Bologna,1.5,1.2,43.0,24.326,Gabriel Strefezza,4-2-3-1,Daniele Doveri,Report partita,,13.0,218.0,0.0,1,1,2024,Lecce
